"year.x","GPA.Range","major1","major2","survey_plans","survey_internships","survey_salary","Gender","IPEDS.Race.Ethnicity","latin_honors","Combined Bacc and Masters","Region"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",62500,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",69000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",57000,"Male","White","1","0","Midwest"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",66000,"Female","Asian","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Male","White","0","0","Midwest"
"2021","2.50 - 2.99","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",68000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",60000,"Male","White","1","1","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",63000,"Male","Hispanic/Latino","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","Hispanic/Latino","1","0","Midwest"
"2019","2.50 - 2.99","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",62000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","One",70000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",30000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","One",61000,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Business Analytics","0","accepted fulltime job","One",56000,"Male","White","1","0","Midwest"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",40000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","1","accepted fulltime job","MoreThanOne",65000,"Female","White","0","1","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",68000,"Female","White","1","1","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",85000,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",75000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",52500,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","None",35000,"Female","Hispanic/Latino","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",62000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",70000,"Male","White","1","0","Midwest"
"2019","3.50 - 4.00","Business Analytics","0","accepted fulltime job","MoreThanOne",80000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Business Economics","0","accepted fulltime job","One",60000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",54000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",43000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",62000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",80000,"Female","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",66000,"Female","Multi Racial","1","1","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",52222.7320665083,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",62500,"Female","Black or African American","1","1","Midwest"
"2019","2.50 - 2.99","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",42000,"Female","White","0","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",64000,"Female","White","0","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","One",80000,"Male","White","1","0","Midwest"
"2020","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",59500,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",62000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Accountancy","1","accepted fulltime job","MoreThanOne",64000,"Male","White","0","1","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",80000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",64000,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Accountancy","1","accepted fulltime job","One",85000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",42000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","1","accepted fulltime job","One",70000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",42000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","None",52500,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",70000,"Male","Asian","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",75000,"Male","Hispanic/Latino","0","0","Midwest"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",40000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",61083.6580406654,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",52222.7320665083,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",75000,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",75000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Business Analytics","0","accepted fulltime job","MoreThanOne",63000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",59043.2557101449,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",72000,"Female","White","1","0","Midwest"
"2021","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",45000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",35000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",63000,"Male","White","1","0","Midwest"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",67200,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",63800,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",45000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","1","accepted fulltime job","One",62000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",70000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",65000,"Male","White","0","1","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",67100,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Information Systems","1","accepted fulltime job","MoreThanOne",70000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",64000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",35000,"Male","Multi Racial","1","0","Midwest"
"2019","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",61000,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",40000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",84480,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",62500,"Female","White","1","1","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",64500,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","None",42000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",61136.1842105263,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",43000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",55250,"Male","White","1","0","Midwest"
"2020","2.50 - 2.99","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",43500,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",61083.6580406654,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",90000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",62000,"Female","White","1","1","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",62000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",46000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","1","accepted fulltime job","One",62000,"Male","White","1","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","One",60000,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",43000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","0","Midwest"
"2021","2.50 - 2.99","Accountancy","0","accepted fulltime job","None",55000,"Male","Multi Racial","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",58000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","One",63000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",65000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Business Economics","0","accepted fulltime job","One",61136.1842105263,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",52500,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","One",50000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",60000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","None",43000,"Female","Non-Resident Alien","0","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Information Systems","0","accepted fulltime job","One",72000,"Male","Hispanic/Latino","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",50000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",52000,"Male","White","1","1","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","None",51000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",52000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",57500,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","1","accepted fulltime job","MoreThanOne",50000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",71000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted parttime job","One",52222.7320665083,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",59043.2557101449,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",72000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",52000,"Female","White","1","1","Midwest"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",59043.2557101449,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",53000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",56790.6666666667,"Male","Hispanic/Latino","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","1","accepted fulltime job","MoreThanOne",50000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",55000,"Female","White","1","1","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",59000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",55000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",65000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","1","accepted fulltime job","MoreThanOne",62000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",56000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",50000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","None",57500,"Female","White","0","1","Midwest"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Midwest"
"2020","2.50 - 2.99","Information Systems","0","accepted fulltime job","MoreThanOne",64824.4565217391,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","1","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Business Economics","0","accepted fulltime job","One",55000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","None",50000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Information Systems","1","accepted fulltime job","One",60000,"Female","White","1","0","Midwest"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","One",60000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",63000,"Male","Black or African American","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","One",64000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",61136.1842105263,"Female","White","1","1","South"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",45000,"Female","White","0","0","South"
"2020","3.50 - 4.00","Marketing","1","accepted fulltime job","MoreThanOne",62000,"Female","White","1","0","South"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",72000,"Male","White","0","0","South"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","One",44000,"Male","White","0","0","South"
"2021","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","South"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","One",60000,"Male","Hispanic/Latino","0","0","South"
"2019","2.50 - 2.99","Finance","0","accepted fulltime job","One",53000,"Male","White","0","0","South"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",35600,"Female","Multi Racial","0","0","South"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","None",40000,"Male","White","0","0","South"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",61083.6580406654,"Female","White","0","0","South"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",65000,"Male","White","0","0","South"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",38000,"Male","Hispanic/Latino","1","0","South"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",33000,"Female","White","0","0","South"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",69000,"Male","White","1","0","South"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",40000,"Male","White","0","0","Northeast"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",58000,"Female","Black or African American","0","0","South"
"2020","3.00 - 3.49","Business Economics","0","accepted fulltime job","One",62000,"Male","White","0","0","South"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",65000,"Female","White","1","0","South"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",87000,"Male","White","1","0","South"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Female","Unknown","0","0","South"
"2020","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Northeast"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",60000,"Female","White","0","0","Northeast"
"2021","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",58000,"Male","White","0","0","Northeast"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",56790.6666666667,"Female","White","0","0","Northeast"
"2019","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",53689.2972972973,"Female","Hispanic/Latino","1","0","Northeast"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",60000,"Female","White","0","0","Northeast"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",56000,"Female","White","0","0","Northeast"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",50000,"Male","White","1","0","Northeast"
"2020","3.00 - 3.49","Finance","1","accepted fulltime job","MoreThanOne",64000,"Female","White","0","0","Northeast"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",65000,"Male","White","1","0","Northeast"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","None",65000,"Male","White","0","0","Northeast"
"2019","3.00 - 3.49","Human Capital Mgmt & Leadership","0","other","MoreThanOne",53689.2972972973,"Male","White","0","0","Northeast"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",60000,"Male","White","1","0","Northeast"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","1","0","Northeast"
"2020","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",66000,"Female","White","1","0","Northeast"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","0","Northeast"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","Northeast"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","0","0","Northeast"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",63000,"Male","White","1","0","Northeast"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",55000,"Female","Hispanic/Latino","0","0","Northeast"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",72500,"Male","White","1","0","Northeast"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",53100,"Male","White","0","0","Northeast"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",80000,"Female","White","1","0","Northeast"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","Hispanic/Latino","0","0","Northeast"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Northeast"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",64000,"Female","White","0","0","Northeast"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",59000,"Female","White","0","0","Northeast"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Northeast"
"2021","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",50000,"Female","White","1","0","Northeast"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",75000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",90000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",60000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Business Economics","0","accepted fulltime job","One",45000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",40000,"Male","Hispanic/Latino","0","0","Midwest"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",55000,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",74000,"Female","Non-Resident Alien","1","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Information Systems","0","accepted fulltime job","One",65000,"Male","Multi Racial","1","0","Midwest"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",75000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",67000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",58000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",70000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",70000,"Male","White","1","0","Midwest"
"2019","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",57500,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",75000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",44000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",55000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",67000,"Male","White","0","0","Midwest"
"2020","2.50 - 2.99","Business Analytics","0","accepted fulltime job","MoreThanOne",65901.5151515152,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",45000,"Male","Hispanic/Latino","0","0","Midwest"
"2021","3.50 - 4.00","Information Systems","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",80000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",75000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","1","Midwest"
"2020","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",56790.6666666667,"Female","Black or African American","1","0","Midwest"
"2021","3.50 - 4.00","Business Analytics","0","accepted fulltime job","MoreThanOne",75000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",56000,"Female","White","1","1","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","One",63000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",55000,"Female","Multi Racial","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",55000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",50000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",60000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",58000,"Male","White","1","0","Midwest"
